post_id,user_id,content,likes,shares,comments,timestamp,platform_x,category,total_engagement,sentiment_score,influencer_id,name,followers,engagement_rate,platform_y,predicted_engagement
7774,4331,"Game night with friends, who’s your favorite player? #sports #basketball #gossip #entertainment",65071,6895,4163,2024-03-04 09:18:00,Instagram,entertainment,76129,0.2556818181818182,4331,Oliver Starr,4653219,3.24,TikTok,57355.63475681854
7775,4703,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #style,85679,1849,1020,2024-01-08 13:46:48,Instagram,lifestyle,88548,0.25,4703,Oliver Taylor,1520176,2.53,Instagram,57340.068666599276
7776,1408,"Game night with friends, who’s your favorite player? #sports #basketball #fitness #football",70658,7269,4191,2024-06-20 13:49:33,Instagram,sports,82118,0.375,1408,Mike Wilson,4978427,1.22,TikTok,57156.16706737825
7777,1101,Did anyone else catch the new movie release? #movies #entertainment #fitness #sportsnews,26407,9740,1516,2024-06-09 02:39:39,Instagram,sports,37663,0.35378787878787876,1101,Emma Johnson,7048981,1.17,Instagram,57208.7396610944
7778,2610,Exploring the latest advancements in AI! #tech #future #workout #sportsnews,11368,3983,2605,2024-10-18 16:35:30,YouTube,sports,17956,0.25,2610,Chris Smith,8122089,1.6,TikTok,57393.14676404613
7779,725,Just finished a 5K! Can't wait for the next one! #fitness #health #future #innovation,90998,8273,4532,2024-10-26 04:26:08,Twitter,technology,103803,0.8,725,Mike Doe,2558710,0.52,Twitter,56416.915111441864
7780,211,Catching up with my favorite show tonight! #tv #entertainment #food #wellness,16716,4640,4206,2024-06-27 03:47:29,Twitter,lifestyle,25562,0.25,211,Sarah Miller,7701894,7.46,Twitter,57389.768477910475
7781,948,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #sportsnews #fitness,37172,771,4875,2024-07-09 10:45:28,YouTube,sports,42818,0.0,948,Jane Starr,8211596,4.27,YouTube,57817.276913239504
7782,1577,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #style #travel,16440,8133,3925,2024-04-21 12:52:45,TikTok,lifestyle,28498,0.2556818181818182,1577,Emma Starr,4472575,5.33,Twitter,57354.18241416646
7783,509,Did anyone else catch the new movie release? #movies #entertainment #movies #music,36528,5425,4190,2024-06-25 11:59:45,TikTok,entertainment,46143,0.375,509,Jane Taylor,8737714,0.97,Instagram,57186.391004245736
7784,46,"Game night with friends, who’s your favorite player? #sports #basketball #celebrity #music",71625,6670,4496,2024-05-31 10:55:45,YouTube,entertainment,82791,0.0,46,Sarah Davis,7930812,7.1,YouTube,57815.019464449506
7785,2167,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #basketball,65282,3959,881,2024-10-04 14:41:07,YouTube,sports,70122,0.35378787878787876,2167,John Starr,4996099,2.17,YouTube,57192.234888789324
7786,4485,Just finished a 5K! Can't wait for the next one! #fitness #health #football #sportsnews,51789,4746,4551,2024-08-17 16:30:15,YouTube,sports,61086,0.0,4485,Sarah Brown,2302058,4.7,TikTok,57769.76537623048
7787,3923,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #food,49658,1237,719,2024-10-11 09:09:12,Instagram,lifestyle,51614,0.2556818181818182,3923,Emma Brown,6035143,9.86,Instagram,57366.74515720342
7788,4,Trying out new recipes and loving the results! #food #cooking #workout #basketball,74613,9725,386,2024-02-09 17:47:11,Twitter,sports,84724,0.25,4,Sarah Doe,5918229,4.17,Twitter,57375.42815796343
7789,2887,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #celebrity #gossip,12037,4406,3298,2024-08-11 18:26:33,Twitter,entertainment,19741,0.0,2887,Sophia Starr,7735167,9.98,YouTube,57813.446516672855
7790,3730,Just finished a 5K! Can't wait for the next one! #fitness #health #sportsnews #workout,42216,8025,3889,2024-06-03 15:04:25,Twitter,sports,54130,0.0,3730,Anna Wilson,5052634,5.62,Twitter,57791.879472699635
7791,3520,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #movies #celebrity,60953,1336,2076,2024-09-16 21:39:49,YouTube,entertainment,64365,0.0,3520,Alex Davis,833920,6.12,Instagram,57757.96183204118
7792,4298,Did anyone else catch the new movie release? #movies #entertainment #food #wellness,32557,8345,2329,2024-03-23 17:47:17,Twitter,lifestyle,43231,0.25,4298,Jane Brown,853180,7.76,TikTok,57334.70614838908
7793,3858,Just finished a 5K! Can't wait for the next one! #fitness #health #celebrity #movies,38015,6680,4487,2024-09-21 13:50:22,Instagram,entertainment,49182,0.8,3858,Alex Johnson,4347634,1.06,YouTube,56431.29771272683
7794,2888,Did anyone else catch the new movie release? #movies #entertainment #travel #food,99055,5933,3967,2024-06-09 17:27:10,TikTok,lifestyle,108955,0.25,2888,Sarah Starr,2584307,3.44,YouTube,57348.62407302681
7795,479,Just finished a 5K! Can't wait for the next one! #fitness #health #workout #sportsnews,81204,4570,2566,2024-02-18 15:39:45,YouTube,sports,88340,0.0,479,Sarah Taylor,7572959,6.46,Instagram,57812.142395877774
7796,3025,The future of programming is bright! #tech #innovation #entertainment #music,22200,7563,3305,2024-10-08 16:42:19,Twitter,entertainment,33068,0.2556818181818182,3025,Chris Starr,9341197,6.41,TikTok,57393.32518883615
7797,2862,"Game night with friends, who’s your favorite player? #sports #basketball #AI #innovation",4008,4101,2402,2024-03-04 06:19:48,YouTube,technology,10511,0.8,2862,Emma Taylor,2446735,6.21,Twitter,56416.01485420406
7798,2933,The future of programming is bright! #tech #innovation #workout #fitness,75328,2122,1875,2024-04-04 19:33:05,YouTube,sports,79325,0.2556818181818182,2933,Anna Taylor,6970118,4.49,Twitter,57374.26217449225
7799,2674,Exploring the latest advancements in AI! #tech #future #fitness #style,11784,789,790,2024-05-23 17:31:05,Instagram,lifestyle,13363,0.375,2674,Sophia Doe,8365816,9.86,Twitter,57183.40101660363
7800,3984,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #gossip #movies,65202,5280,4135,2024-09-09 03:14:17,Instagram,entertainment,74617,0.0,3984,Sophia Miller,7035015,1.54,TikTok,57807.81743066648
7801,1515,Did anyone else catch the new movie release? #movies #entertainment #innovation #future,12682,1710,737,2024-02-14 02:19:13,TikTok,technology,15129,0.8,1515,Anna Miller,8469607,5.44,Instagram,56464.43757454677
7802,2641,Exploring the latest advancements in AI! #tech #future #travel #wellness,6910,7494,727,2024-08-01 15:56:44,YouTube,lifestyle,15131,0.8,2641,Jane Starr,5011432,6.67,TikTok,56436.63451963856
7803,4470,Catching up with my favorite show tonight! #tv #entertainment #gossip #entertainment,44468,8940,1952,2024-01-08 17:13:28,Instagram,entertainment,55360,0.8,4470,Mike Starr,5550580,0.66,Instagram,56440.969164775845
7804,3302,The future of programming is bright! #tech #innovation #programming #future,20175,187,3673,2024-06-20 13:06:33,TikTok,technology,24035,0.2556818181818182,3302,Jane Johnson,7599002,8.26,Instagram,57379.31827962947
7805,809,The future of programming is bright! #tech #innovation #future #innovation,40069,1428,1897,2024-10-20 01:40:51,Twitter,technology,43394,0.375,809,Chris Brown,8088098,3.12,YouTube,57181.16821785776
7806,4880,"Game night with friends, who’s your favorite player? #sports #basketball #movies #celebrity",40339,7848,3890,2024-10-12 02:28:58,TikTok,entertainment,52077,0.11212121212121212,4880,Sarah Doe,1894738,6.65,YouTube,57576.59739506009
7807,4443,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #innovation #AI,80780,7022,342,2024-10-21 16:02:02,Instagram,technology,88144,0.11212121212121212,4443,Alex Smith,9749436,1.47,Instagram,57639.747640429814
7808,229,Catching up with my favorite show tonight! #tv #entertainment #fitness #style,28841,6256,1372,2024-01-14 20:02:33,YouTube,lifestyle,36469,0.0,229,Sarah Taylor,511456,6.68,Instagram,57755.36928415164
7809,3859,Trying out new recipes and loving the results! #food #cooking #fitness #workout,28164,397,1546,2024-01-03 14:09:53,TikTok,sports,30107,0.25,3859,Sophia Starr,2690453,4.4,Instagram,57349.47746623748
7810,1336,Catching up with my favorite show tonight! #tv #entertainment #AI #innovation,24951,7712,1614,2024-11-07 22:57:16,Instagram,technology,34277,0.25,1336,Mike Smith,621124,6.65,TikTok,57332.84046324885
7811,1882,Exploring the latest advancements in AI! #tech #future #future #tech,68028,2069,3520,2024-05-12 18:45:26,YouTube,technology,73617,0.35378787878787876,1882,Jane Miller,3518441,8.03,YouTube,57180.354805650226
7812,3368,The future of programming is bright! #tech #innovation #movies #celebrity,22765,1711,293,2024-07-10 06:09:16,YouTube,entertainment,24769,0.8,3368,Jane Miller,5015980,3.96,Twitter,56436.67108467466
7813,3658,The future of programming is bright! #tech #innovation #future #AI,28712,9557,2846,2024-05-08 20:49:48,Twitter,technology,41115,0.0,3658,Anna Miller,8401619,9.3,TikTok,57818.80466122879
7814,1278,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #sportsnews #football,90062,6871,3513,2024-05-22 09:01:00,YouTube,sports,100446,0.2556818181818182,1278,Sarah Taylor,8691065,2.45,YouTube,57388.09825390845
7815,1704,Trying out new recipes and loving the results! #food #cooking #fitness #food,28171,508,1024,2024-10-20 02:03:06,Instagram,lifestyle,29703,0.0,1704,Anna Smith,9775963,8.81,Twitter,57829.854119886826
7816,469,Catching up with my favorite show tonight! #tv #entertainment #travel #fitness,46825,4991,4060,2024-10-02 14:42:29,Twitter,lifestyle,55876,0.25,469,Oliver Taylor,1386916,3.27,YouTube,57338.997282098186
7817,3508,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #entertainment #gossip,28200,5864,4281,2024-03-10 20:13:42,YouTube,entertainment,38345,0.0,3508,Alex Brown,932361,9.38,YouTube,57758.7532785493
7818,4505,The future of programming is bright! #tech #innovation #movies #gossip,17525,233,721,2024-11-02 21:31:12,TikTok,entertainment,18479,0.0,4505,Alex Davis,7649314,1.2,Instagram,57812.75627523828
7819,3636,Trying out new recipes and loving the results! #food #cooking #entertainment #music,37013,3706,1946,2024-05-07 10:06:57,Twitter,entertainment,42665,0.25,3636,Oliver Davis,1519595,8.41,Twitter,57340.06399547219
7820,1559,Just finished a 5K! Can't wait for the next one! #fitness #health #gossip #movies,6551,3921,4280,2024-10-21 12:20:27,Instagram,entertainment,14752,0.25,1559,Oliver Smith,1971461,4.14,Twitter,57343.69691029263
7821,3731,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #travel #wellness,30980,8547,4721,2024-10-08 21:49:20,YouTube,lifestyle,44248,0.11212121212121212,3731,John Wilson,3179048,1.74,TikTok,57586.92299785613
7822,1668,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #food #fitness,16663,9668,1607,2024-02-13 04:00:38,Twitter,lifestyle,27938,0.35378787878787876,1668,Sophia Smith,3352542,9.89,TikTok,57179.021009932476
7823,4557,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #gossip #music,90702,876,350,2024-06-23 17:17:15,TikTok,entertainment,91928,0.0,4557,Oliver Smith,856182,3.69,Instagram,57758.14081419459
7824,2100,Trying out new recipes and loving the results! #food #cooking #celebrity #music,97802,7910,3126,2024-05-25 00:44:56,TikTok,entertainment,108838,0.11212121212121212,2100,Emma Johnson,6172194,7.63,Instagram,57610.98730998212
7825,339,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #football #workout,90738,2543,1759,2024-10-09 18:31:57,TikTok,sports,95040,0.25,339,Jane Wilson,9703421,0.83,YouTube,57405.86036599632
7826,4299,Exploring the latest advancements in AI! #tech #future #wellness #fitness,59484,9181,1836,2024-08-23 07:31:29,Twitter,lifestyle,70501,0.2556818181818182,4299,John Starr,7121991,6.56,Instagram,57375.483203895936
7827,1995,Catching up with my favorite show tonight! #tv #entertainment #music #movies,37365,4208,4573,2024-04-24 14:04:17,Twitter,entertainment,46146,0.35378787878787876,1995,Chris Davis,363001,5.76,Instagram,57154.98568130586
7828,4955,Catching up with my favorite show tonight! #tv #entertainment #basketball #fitness,87840,3786,2703,2024-03-28 14:18:59,Instagram,sports,94329,0.0,4955,Alex Johnson,5517365,0.71,Instagram,57795.61581961977
7829,2658,The future of programming is bright! #tech #innovation #workout #basketball,81872,7176,2039,2024-10-21 04:56:32,Twitter,sports,91087,0.35378787878787876,2658,Oliver Wilson,2816356,4.17,Twitter,57174.710178699526
7830,3030,Trying out new recipes and loving the results! #food #cooking #future #tech,57799,2170,848,2024-09-01 02:21:07,Instagram,technology,60817,0.2556818181818182,3030,Sophia Smith,7727576,9.73,TikTok,57380.35198960128
7831,3979,The future of programming is bright! #tech #innovation #tech #programming,33024,1786,3952,2024-01-28 03:26:48,Twitter,technology,38762,0.25,3979,Oliver Brown,560580,9.26,YouTube,57332.3537012555
7832,1488,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #travel #fitness,8379,7715,582,2024-08-21 22:43:39,TikTok,lifestyle,16676,0.375,1488,Chris Doe,8666608,7.55,Twitter,57185.8193258251
7833,2615,Just finished a 5K! Can't wait for the next one! #fitness #health #innovation #future,87918,1370,1553,2024-07-02 12:07:50,Instagram,technology,90841,0.2556818181818182,2615,Mike Brown,9895747,9.22,Instagram,57397.78366306009
7834,1740,Just finished a 5K! Can't wait for the next one! #fitness #health #style #travel,19581,786,3540,2024-03-23 16:44:56,YouTube,lifestyle,23907,0.0,1740,John Brown,8748066,2.91,TikTok,57821.59002777727
7835,3253,The future of programming is bright! #tech #innovation #music #entertainment,97335,5421,513,2024-09-05 12:02:30,YouTube,entertainment,103269,0.35378787878787876,3253,Anna Starr,6823482,8.32,TikTok,57206.92669295983
7836,3054,The future of programming is bright! #tech #innovation #sportsnews #basketball,28181,1919,2064,2024-07-25 12:12:17,Twitter,sports,32164,0.25,3054,Sarah Wilson,1201731,4.79,TikTok,57337.50843068865
7837,4050,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #innovation #future,72495,7707,3376,2024-02-26 01:17:16,Twitter,technology,83578,0.375,4050,Sarah Davis,2342600,7.88,Instagram,57134.975530567775
7838,4229,Just finished a 5K! Can't wait for the next one! #fitness #health #basketball #workout,85731,7417,756,2024-06-02 23:01:46,TikTok,sports,93904,0.0,4229,Emma Davis,7064208,4.17,YouTube,57808.05213671286
7839,760,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #future #programming,72699,8485,4282,2024-06-18 01:05:38,TikTok,technology,85466,0.8,760,Alex Starr,9904382,5.9,Twitter,56475.972886700125
7840,3656,Catching up with my favorite show tonight! #tv #entertainment #innovation #future,20772,7272,2467,2024-04-27 22:29:29,Twitter,technology,30511,0.11212121212121212,3656,Oliver Brown,2068997,0.87,Instagram,57577.99840355309
7841,1901,Exploring the latest advancements in AI! #tech #future #gossip #entertainment,74818,2744,1259,2024-02-09 17:51:32,YouTube,entertainment,78821,0.0,1901,Chris Starr,2626627,3.96,Instagram,57772.37484791092
7842,3938,Did anyone else catch the new movie release? #movies #entertainment #innovation #AI,18102,3403,3652,2024-05-05 04:53:52,YouTube,technology,25157,0.11212121212121212,3938,Mike Doe,8699154,0.58,TikTok,57631.30357727075
7843,2905,Exploring the latest advancements in AI! #tech #future #fitness #style,92748,5636,4650,2024-07-10 18:20:26,TikTok,lifestyle,103034,0.0,2905,Mike Smith,8990302,7.17,Instagram,57823.53755813901
7844,4569,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #fitness #workout,82889,7827,1945,2024-07-21 07:41:07,TikTok,sports,92661,0.375,4569,Oliver Johnson,5117833,6.44,Twitter,57157.28786452487
7845,3023,"Game night with friends, who’s your favorite player? #sports #basketball #sportsnews #football",50932,410,4388,2024-06-27 08:44:08,Twitter,sports,55730,0.0,3023,Emma Taylor,1932911,5.38,Instagram,57766.79750609372
7846,572,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #AI #innovation,81629,131,891,2024-04-03 18:03:12,TikTok,technology,82651,0.35378787878787876,572,Oliver Wilson,8345323,9.95,TikTok,57219.16199883202
7847,592,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #movies #music,56359,5292,3350,2024-10-17 00:01:19,Twitter,entertainment,65001,0.0,592,Sarah Johnson,6569720,3.91,YouTube,57804.076549295954
7848,3555,Did anyone else catch the new movie release? #movies #entertainment #celebrity #movies,54099,7954,1344,2024-09-23 23:30:16,Twitter,entertainment,63397,0.25,3555,Jane Brown,7604493,4.99,YouTube,57388.985392800234
7849,3707,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #celebrity #gossip,37771,9559,1894,2024-02-12 00:16:46,YouTube,entertainment,49224,0.0,3707,Anna Starr,3630690,1.03,Instagram,57780.447319292594
7850,906,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #football #sportsnews,71743,7871,1224,2024-05-20 05:55:01,TikTok,sports,80838,0.0,906,John Johnson,5610983,7.77,Instagram,57796.368490145236
7851,1209,Exploring the latest advancements in AI! #tech #future #sportsnews #fitness,44730,3312,532,2024-05-10 00:54:40,Instagram,sports,48574,0.0,1209,Jane Smith,8481550,1.09,YouTube,57819.4472909343
7852,2349,Trying out new recipes and loving the results! #food #cooking #tech #AI,7371,1914,2622,2024-10-12 19:03:45,Instagram,technology,11907,0.25,2349,Anna Wilson,7810442,5.45,Twitter,57390.64118273431
7853,3571,Catching up with my favorite show tonight! #tv #entertainment #celebrity #gossip,16570,8251,4077,2024-07-03 20:10:27,YouTube,entertainment,28898,0.375,3571,Alex Taylor,1410529,3.74,YouTube,57127.481860874555
7854,4555,Catching up with my favorite show tonight! #tv #entertainment #football #sportsnews,67670,3480,2604,2024-05-11 18:42:36,TikTok,sports,73754,0.2556818181818182,4555,Mike Smith,5646543,9.48,Twitter,57363.62088872732
7855,2945,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #style #food,57667,1253,4659,2024-03-15 15:07:25,YouTube,lifestyle,63579,0.35378787878787876,2945,Oliver Davis,1517226,2.19,Instagram,57164.265425983736
7856,3469,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #football #basketball,11962,4599,1717,2024-04-28 10:45:20,Twitter,sports,18278,0.2556818181818182,3469,Emma Doe,3643325,2.46,TikTok,57347.515405330116
7857,4300,Catching up with my favorite show tonight! #tv #entertainment #fitness #football,1977,3165,4654,2024-10-08 08:38:32,Instagram,sports,9796,0.25,4300,Alex Davis,1418333,1.76,Twitter,57339.249868672334
7858,3749,Catching up with my favorite show tonight! #tv #entertainment #programming #innovation,28758,5859,4451,2024-05-06 22:50:34,YouTube,technology,39068,0.25,3749,Chris Johnson,235695,8.38,YouTube,57329.74168899648
7859,681,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #celebrity #gossip,36675,9515,2343,2024-10-02 16:04:58,Instagram,entertainment,48533,0.0,681,Alex Davis,686215,9.61,YouTube,57756.77431254745
7860,603,Exploring the latest advancements in AI! #tech #future #sportsnews #workout,48880,6194,1126,2024-09-14 15:22:56,Instagram,sports,56200,0.35378787878787876,603,Oliver Johnson,5383829,1.26,Instagram,57195.35216263451
7861,1803,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #wellness #food,26304,6160,463,2024-08-20 13:35:12,YouTube,lifestyle,32927,0.375,1803,Jane Brown,2260458,4.61,Instagram,57134.315124851964
7862,4710,Did anyone else catch the new movie release? #movies #entertainment #sportsnews #workout,67005,9696,3949,2024-08-01 01:49:25,Twitter,sports,80650,0.25,4710,Oliver Davis,828638,4.32,YouTube,57334.50883547878
7863,2891,"Game night with friends, who’s your favorite player? #sports #basketball #fitness #style",52702,1750,3701,2024-05-11 05:35:51,Instagram,lifestyle,58153,0.0,2891,Sophia Starr,9711465,4.06,YouTube,57829.33556850193
7864,1055,Just finished a 5K! Can't wait for the next one! #fitness #health #basketball #workout,2294,9970,1290,2024-11-06 23:51:08,Twitter,sports,13554,0.2556818181818182,1055,Emma Johnson,5815915,3.88,Twitter,57364.98260669009
7865,3638,Just finished a 5K! Can't wait for the next one! #fitness #health #programming #tech,37896,4118,2760,2024-05-06 12:14:59,Twitter,technology,44774,0.0,3638,Anna Miller,676787,6.44,Instagram,57756.69851325978
7866,2872,"Game night with friends, who’s your favorite player? #sports #basketball #fitness #basketball",35474,9654,4889,2024-01-20 19:24:06,Twitter,sports,50017,0.11212121212121212,2872,Chris Johnson,4248626,2.02,Twitter,57595.52219710504
7867,2234,The future of programming is bright! #tech #innovation #style #fitness,41090,2512,1700,2024-04-17 20:57:52,Twitter,lifestyle,45302,0.25,2234,Sophia Wilson,3552121,8.92,YouTube,57356.405109493426
7868,4909,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #wellness,54980,7821,4165,2024-06-06 16:01:54,YouTube,lifestyle,66966,0.25,4909,Mike Miller,2449720,5.54,Twitter,57347.542019703615
7869,851,"Game night with friends, who’s your favorite player? #sports #basketball #basketball #workout",59924,4185,3224,2024-09-21 04:03:10,Instagram,sports,67333,0.25,851,Emma Johnson,1536504,3.85,Instagram,57340.19994054595
7870,1697,The future of programming is bright! #tech #innovation #wellness #travel,13938,7932,1125,2024-03-04 08:55:22,YouTube,lifestyle,22995,0.8,1697,Oliver Taylor,6871343,9.93,TikTok,56451.58784260729
7871,2368,Trying out new recipes and loving the results! #food #cooking #entertainment #movies,65001,2782,1441,2024-05-06 05:32:08,TikTok,entertainment,69224,0.0,2368,Jane Starr,2326646,1.34,Instagram,57769.963058971836
7872,4263,Exploring the latest advancements in AI! #tech #future #football #basketball,88328,5294,4328,2024-11-03 10:48:23,Twitter,sports,97950,0.0,4263,John Doe,3665740,8.68,Twitter,57780.72911448067
7873,4231,Trying out new recipes and loving the results! #food #cooking #style #travel,45064,6096,2726,2024-05-08 12:53:24,Twitter,lifestyle,53886,0.0,4231,Sarah Miller,7649375,4.85,Instagram,57812.75676566642
7874,41,Just finished a 5K! Can't wait for the next one! #fitness #health #movies #music,94724,351,1547,2024-01-09 00:21:51,YouTube,entertainment,96622,0.0,41,Alex Doe,7859598,0.51,Twitter,57814.44691772986
7875,3676,Exploring the latest advancements in AI! #tech #future #style #food,84702,6019,4912,2024-08-29 15:08:05,Instagram,lifestyle,95633,0.0,3676,Oliver Wilson,8308235,5.95,Instagram,57818.053872017845
7876,4030,Did anyone else catch the new movie release? #movies #entertainment #sportsnews #workout,55771,827,2166,2024-07-19 11:23:18,Twitter,sports,58764,0.0,4030,Chris Taylor,4063729,1.57,YouTube,57783.928868692026
7877,3401,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #celebrity #gossip,68734,3975,2632,2024-08-18 16:25:50,Instagram,entertainment,75341,0.25,3401,Emma Davis,6690009,2.22,YouTube,57381.633119169
7878,3571,Trying out new recipes and loving the results! #food #cooking #basketball #workout,61723,7949,4582,2024-06-03 17:20:31,YouTube,sports,74254,0.0,3571,Alex Taylor,1410529,3.74,YouTube,57762.59765633797
7879,3575,"Game night with friends, who’s your favorite player? #sports #basketball #innovation #tech",79997,8506,3190,2024-08-17 04:27:02,TikTok,technology,91693,0.25,3575,Jane Starr,7726478,5.5,Instagram,57389.966128492604
7880,3393,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #football #fitness,63470,2518,4737,2024-11-04 08:37:04,TikTok,sports,70725,0.11212121212121212,3393,Mike Doe,2978930,6.03,TikTok,57585.3140880288
7881,3903,Just finished a 5K! Can't wait for the next one! #fitness #health #style #wellness,31594,7318,21,2024-05-31 10:47:14,Twitter,lifestyle,38933,0.0,3903,Emma Starr,7974121,2.6,Instagram,57815.36766039246
7882,1901,Did anyone else catch the new movie release? #movies #entertainment #fitness #wellness,20758,9775,3399,2024-07-01 03:15:07,YouTube,lifestyle,33932,0.8,1901,Chris Starr,2626627,3.96,Instagram,56417.46115092229
7883,687,Just finished a 5K! Can't wait for the next one! #fitness #health #style #food,18480,7911,2663,2024-01-18 09:08:21,Instagram,lifestyle,29054,0.8,687,Emma Davis,4426107,2.04,Instagram,56431.9286203957
7884,562,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #style #travel,87674,6064,4509,2024-01-18 04:37:23,TikTok,lifestyle,98247,0.0,562,John Davis,5586759,7.28,TikTok,57796.17373389314
7885,969,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #basketball,50863,9269,4760,2024-02-04 23:03:00,Twitter,sports,64892,0.25,969,Anna Taylor,9216637,3.19,Twitter,57401.94671724216
7886,4594,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #food #travel,68805,9770,1962,2024-03-31 05:26:52,YouTube,lifestyle,80537,0.375,4594,Mike Miller,1748589,9.5,YouTube,57130.199797573034
7887,2635,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #innovation #tech,88792,9314,3885,2024-09-29 18:47:10,YouTube,technology,101991,0.8,2635,Chris Brown,2907146,1.53,YouTube,56419.71646916379
7888,3854,Exploring the latest advancements in AI! #tech #future #programming #tech,36567,7712,2242,2024-06-24 19:23:44,Twitter,technology,46521,0.0,3854,Mike Taylor,4295746,2.16,Twitter,57785.79424027983
7889,3812,Just finished a 5K! Can't wait for the next one! #fitness #health #innovation #AI,90752,8137,3312,2024-08-17 14:05:00,YouTube,technology,102201,0.11212121212121212,3812,Sophia Starr,1307228,5.95,YouTube,57571.873928841895
7890,120,The future of programming is bright! #tech #innovation #programming #tech,8035,4189,3381,2024-04-02 22:24:43,TikTok,technology,15605,0.35378787878787876,120,Oliver Brown,2871967,5.62,YouTube,57175.1572803316
7891,3675,Just finished a 5K! Can't wait for the next one! #fitness #health #style #fitness,72590,4288,773,2024-09-14 17:58:40,TikTok,lifestyle,77651,0.375,3675,Mike Davis,2971965,9.21,TikTok,57140.03550285151
7892,3390,"Game night with friends, who’s your favorite player? #sports #basketball #celebrity #movies",75386,6002,3303,2024-06-30 04:37:06,TikTok,entertainment,84691,0.11212121212121212,3390,Oliver Wilson,4567939,9.54,TikTok,57598.08941156698
7893,1619,"Game night with friends, who’s your favorite player? #sports #basketball #workout #sportsnews",25594,3957,1057,2024-10-12 04:33:13,Twitter,sports,30608,0.0,1619,Emma Miller,4691588,8.83,YouTube,57788.97673302845
7894,3441,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #wellness #fitness,88047,5744,3835,2024-03-23 20:31:22,YouTube,lifestyle,97626,0.0,3441,Anna Miller,945442,8.55,YouTube,57758.858447247025
7895,3188,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #programming #future,67025,2009,2908,2024-04-20 23:41:17,Twitter,technology,71942,0.375,3188,Oliver Doe,630919,1.68,TikTok,57121.213947990735
7896,2227,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #music #celebrity,96546,5554,4257,2024-07-10 13:51:34,YouTube,entertainment,106357,0.0,2227,Sarah Doe,6689821,5.05,YouTube,57805.04213799448
7897,1429,Did anyone else catch the new movie release? #movies #entertainment #programming #tech,76319,3414,4133,2024-10-04 21:44:06,Twitter,technology,83866,0.8,1429,Mike Smith,2474126,2.13,Instagram,56416.235072520656
7898,3619,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #AI #tech,87221,1892,4251,2024-03-05 06:44:59,Twitter,technology,93364,0.2556818181818182,3619,Mike Doe,9277207,4.75,Twitter,57392.810721672526
7899,4687,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #fitness #football,36257,7639,2308,2024-02-06 01:29:45,Instagram,sports,46204,0.0,4687,Mike Miller,5059562,9.8,YouTube,57791.93517247319
7900,3156,Trying out new recipes and loving the results! #food #cooking #football #sportsnews,16013,1486,4048,2024-11-01 14:53:47,Instagram,sports,21547,0.25,3156,Emma Davis,2616539,3.2,TikTok,57348.883212042565
7901,1141,Catching up with my favorite show tonight! #tv #entertainment #entertainment #movies,96860,1200,2061,2024-08-22 11:49:42,Instagram,entertainment,100121,0.25,1141,Sarah Brown,4637074,9.37,YouTube,57365.12792075423
